State,County,LILATracts_halfAnd10,LILATracts_1And10,LILATracts_1And20,LILATracts_Vehicle,NumTracts,LILATracts_halfAnd10_ratio,LILATracts_1And10_ratio,LILATracts_1And20_ratio,LILATracts_Vehicle_ratio,LILATracts_halfAnd10_flag,LILATracts_1And10_flag,LILATracts_1And20_flag,LILATracts_Vehicle_flag
South Dakota,Gregory County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Haakon County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
South Dakota,Hamlin County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Hand County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Hanson County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Harding County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Hughes County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Hutchinson County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Hyde County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Jackson County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
South Dakota,Jerauld County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Jones County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
South Dakota,Kingsbury County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Lake County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Lawrence County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Lincoln County,0,0,0,0,11,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Lyman County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Marshall County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,McCook County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,McPherson County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Meade County,1,1,1,0,5,0.2,0.2,0.2,0.0,0,0,0,0
South Dakota,Mellette County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
South Dakota,Miner County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Minnehaha County,15,6,6,5,42,0.36,0.14,0.14,0.12,0,0,0,0
South Dakota,Moody County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Oglala Lakota County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Pennington County,7,4,4,3,23,0.3,0.17,0.17,0.13,0,0,0,0
South Dakota,Perkins County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Potter County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Roberts County,1,1,0,0,4,0.25,0.25,0.0,0.0,0,0,0,0
South Dakota,Sanborn County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Spink County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Stanley County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Sully County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Todd County,2,2,0,2,2,1.0,1.0,0.0,1.0,1,1,0,1
South Dakota,Tripp County,1,0,0,0,2,0.5,0.0,0.0,0.0,1,0,0,0
South Dakota,Turner County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Union County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Walworth County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
South Dakota,Yankton County,2,2,2,1,5,0.4,0.4,0.4,0.2,0,0,0,0
South Dakota,Ziebach County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Tennessee,Anderson County,4,1,1,2,17,0.24,0.06,0.06,0.12,0,0,0,0
Tennessee,Bedford County,2,2,2,2,9,0.22,0.22,0.22,0.22,0,0,0,0
Tennessee,Benton County,2,2,1,1,5,0.4,0.4,0.2,0.2,0,0,0,0
Tennessee,Bledsoe County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Tennessee,Blount County,3,0,0,0,28,0.11,0.0,0.0,0.0,0,0,0,0
Tennessee,Bradley County,7,6,6,3,19,0.37,0.32,0.32,0.16,0,0,0,0
Tennessee,Campbell County,4,3,0,4,11,0.36,0.27,0.0,0.36,0,0,0,0
Tennessee,Cannon County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Tennessee,Carroll County,0,0,0,3,7,0.0,0.0,0.0,0.43,0,0,0,0
Tennessee,Carter County,10,10,9,2,17,0.59,0.59,0.53,0.12,1,1,1,0
Tennessee,Cheatham County,1,0,0,0,9,0.11,0.0,0.0,0.0,0,0,0,0
Tennessee,Chester County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Tennessee,Claiborne County,2,2,0,1,9,0.22,0.22,0.0,0.11,0,0,0,0
Tennessee,Clay County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Cocke County,4,4,1,2,9,0.44,0.44,0.11,0.22,0,0,0,0
Tennessee,Coffee County,2,2,2,1,12,0.17,0.17,0.17,0.08,0,0,0,0
Tennessee,Crockett County,1,1,1,0,5,0.2,0.2,0.2,0.0,0,0,0,0
Tennessee,Cumberland County,4,4,2,2,14,0.29,0.29,0.14,0.14,0,0,0,0
Tennessee,Davidson County,71,29,29,26,159,0.45,0.18,0.18,0.16,0,0,0,0
Tennessee,DeKalb County,1,1,1,1,4,0.25,0.25,0.25,0.25,0,0,0,0
Tennessee,Decatur County,0,0,0,1,4,0.0,0.0,0.0,0.25,0,0,0,0
Tennessee,Dickson County,0,0,0,0,10,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Dyer County,2,2,2,1,8,0.25,0.25,0.25,0.12,0,0,0,0
Tennessee,Fayette County,0,0,0,2,11,0.0,0.0,0.0,0.18,0,0,0,0
Tennessee,Fentress County,0,0,0,3,4,0.0,0.0,0.0,0.75,0,0,0,1
Tennessee,Franklin County,1,1,1,2,9,0.11,0.11,0.11,0.22,0,0,0,0
Tennessee,Gibson County,4,4,4,3,14,0.29,0.29,0.29,0.21,0,0,0,0
Tennessee,Giles County,0,0,0,0,8,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Grainger County,0,0,0,1,5,0.0,0.0,0.0,0.2,0,0,0,0
Tennessee,Greene County,4,4,2,2,15,0.27,0.27,0.13,0.13,0,0,0,0
Tennessee,Grundy County,1,1,0,1,4,0.25,0.25,0.0,0.25,0,0,0,0
Tennessee,Hamblen County,7,6,6,3,12,0.58,0.5,0.5,0.25,1,1,1,0
Tennessee,Hamilton County,28,17,17,15,82,0.34,0.21,0.21,0.18,0,0,0,0
Tennessee,Hancock County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Tennessee,Hardeman County,1,1,0,2,6,0.17,0.17,0.0,0.33,0,0,0,0
Tennessee,Hardin County,1,1,1,1,6,0.17,0.17,0.17,0.17,0,0,0,0
Tennessee,Hawkins County,2,2,2,3,13,0.15,0.15,0.15,0.23,0,0,0,0
Tennessee,Haywood County,3,2,2,2,6,0.5,0.33,0.33,0.33,1,0,0,0
Tennessee,Henderson County,0,0,0,2,6,0.0,0.0,0.0,0.33,0,0,0,0
Tennessee,Henry County,4,4,2,2,9,0.44,0.44,0.22,0.22,0,0,0,0
Tennessee,Hickman County,1,1,0,1,6,0.17,0.17,0.0,0.17,0,0,0,0
Tennessee,Houston County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Humphreys County,1,1,0,1,5,0.2,0.2,0.0,0.2,0,0,0,0
Tennessee,Jackson County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Jefferson County,1,1,1,1,9,0.11,0.11,0.11,0.11,0,0,0,0
Tennessee,Johnson County,1,1,0,2,5,0.2,0.2,0.0,0.4,0,0,0,0
Tennessee,Knox County,30,18,18,21,112,0.27,0.16,0.16,0.19,0,0,0,0
Tennessee,Lake County,0,0,0,2,2,0.0,0.0,0.0,1.0,0,0,0,1
Tennessee,Lauderdale County,2,1,1,4,9,0.22,0.11,0.11,0.44,0,0,0,0
Tennessee,Lawrence County,1,1,0,2,11,0.09,0.09,0.0,0.18,0,0,0,0
Tennessee,Lewis County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Tennessee,Lincoln County,1,1,0,1,9,0.11,0.11,0.0,0.11,0,0,0,0
Tennessee,Loudon County,1,1,1,1,10,0.1,0.1,0.1,0.1,0,0,0,0
Tennessee,Macon County,1,1,1,1,4,0.25,0.25,0.25,0.25,0,0,0,0
Tennessee,Madison County,13,8,8,7,27,0.48,0.3,0.3,0.26,0,0,0,0
Tennessee,Marion County,1,1,1,2,6,0.17,0.17,0.17,0.33,0,0,0,0
Tennessee,Marshall County,2,2,2,2,6,0.33,0.33,0.33,0.33,0,0,0,0
Tennessee,Maury County,5,4,4,2,17,0.29,0.24,0.24,0.12,0,0,0,0
Tennessee,McMinn County,2,2,2,3,10,0.2,0.2,0.2,0.3,0,0,0,0
Tennessee,McNairy County,1,1,1,2,7,0.14,0.14,0.14,0.29,0,0,0,0
Tennessee,Meigs County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Monroe County,1,1,1,2,7,0.14,0.14,0.14,0.29,0,0,0,0
Tennessee,Montgomery County,14,8,8,3,39,0.36,0.21,0.21,0.08,0,0,0,0
Tennessee,Moore County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Morgan County,1,1,0,1,5,0.2,0.2,0.0,0.2,0,0,0,0
Tennessee,Obion County,1,1,1,2,10,0.1,0.1,0.1,0.2,0,0,0,0
Tennessee,Overton County,0,0,0,1,7,0.0,0.0,0.0,0.14,0,0,0,0
Tennessee,Perry County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Tennessee,Pickett County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Polk County,1,1,0,1,5,0.2,0.2,0.0,0.2,0,0,0,0
Tennessee,Putnam County,5,4,4,3,15,0.33,0.27,0.27,0.2,0,0,0,0
Tennessee,Rhea County,2,2,2,2,6,0.33,0.33,0.33,0.33,0,0,0,0
Tennessee,Roane County,1,1,1,2,10,0.1,0.1,0.1,0.2,0,0,0,0
Tennessee,Robertson County,2,0,0,2,14,0.14,0.0,0.0,0.14,0,0,0,0
Tennessee,Rutherford County,11,5,5,3,49,0.22,0.1,0.1,0.06,0,0,0,0
Tennessee,Scott County,1,1,1,2,5,0.2,0.2,0.2,0.4,0,0,0,0
Tennessee,Sequatchie County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Sevier County,2,1,1,0,18,0.11,0.06,0.06,0.0,0,0,0,0
Tennessee,Shelby County,123,51,51,68,220,0.56,0.23,0.23,0.31,1,0,0,0
Tennessee,Smith County,1,1,1,0,5,0.2,0.2,0.2,0.0,0,0,0,0
Tennessee,Stewart County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Sullivan County,12,7,7,10,39,0.31,0.18,0.18,0.26,0,0,0,0
Tennessee,Sumner County,5,4,4,0,42,0.12,0.1,0.1,0.0,0,0,0,0
Tennessee,Tipton County,2,1,0,0,13,0.15,0.08,0.0,0.0,0,0,0,0
Tennessee,Trousdale County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Unicoi County,1,0,0,1,4,0.25,0.0,0.0,0.25,0,0,0,0
Tennessee,Union County,0,0,0,1,4,0.0,0.0,0.0,0.25,0,0,0,0
Tennessee,Van Buren County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Warren County,2,1,1,2,9,0.22,0.11,0.11,0.22,0,0,0,0
Tennessee,Washington County,7,5,5,4,23,0.3,0.22,0.22,0.17,0,0,0,0
Tennessee,Wayne County,1,1,0,1,4,0.25,0.25,0.0,0.25,0,0,0,0
Tennessee,Weakley County,4,3,2,2,11,0.36,0.27,0.18,0.18,0,0,0,0
Tennessee,White County,2,2,1,0,6,0.33,0.33,0.17,0.0,0,0,0,0
Tennessee,Williamson County,0,0,0,0,37,0.0,0.0,0.0,0.0,0,0,0,0
Tennessee,Wilson County,5,4,4,1,21,0.24,0.19,0.19,0.05,0,0,0,0
Texas,Anderson County,5,3,2,3,11,0.45,0.27,0.18,0.27,0,0,0,0
Texas,Andrews County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Angelina County,5,4,3,3,17,0.29,0.24,0.18,0.18,0,0,0,0
Texas,Aransas County,2,2,2,1,5,0.4,0.4,0.4,0.2,0,0,0,0
Texas,Archer County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Armstrong County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Atascosa County,2,1,0,1,8,0.25,0.12,0.0,0.12,0,0,0,0
Texas,Austin County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Bailey County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Bandera County,1,1,1,1,5,0.2,0.2,0.2,0.2,0,0,0,0
Texas,Bastrop County,3,3,2,3,10,0.3,0.3,0.2,0.3,0,0,0,0
Texas,Baylor County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Bee County,4,3,2,2,7,0.57,0.43,0.29,0.29,1,0,0,0
Texas,Bell County,31,19,19,15,63,0.49,0.3,0.3,0.24,0,0,0,0
Texas,Bexar County,158,70,70,89,365,0.43,0.19,0.19,0.24,0,0,0,0
Texas,Blanco County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Borden County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Bosque County,1,1,0,0,7,0.14,0.14,0.0,0.0,0,0,0,0
Texas,Bowie County,6,2,2,4,18,0.33,0.11,0.11,0.22,0,0,0,0
Texas,Brazoria County,8,4,4,1,50,0.16,0.08,0.08,0.02,0,0,0,0
Texas,Brazos County,22,14,14,9,41,0.54,0.34,0.34,0.22,1,0,0,0
Texas,Brewster County,2,1,1,1,3,0.67,0.33,0.33,0.33,1,0,0,0
Texas,Briscoe County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Texas,Brooks County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Texas,Brown County,6,5,4,2,12,0.5,0.42,0.33,0.17,1,0,0,0
Texas,Burleson County,1,1,1,0,5,0.2,0.2,0.2,0.0,0,0,0,0
Texas,Burnet County,0,0,0,0,8,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Caldwell County,4,4,4,1,8,0.5,0.5,0.5,0.12,1,1,1,0
Texas,Calhoun County,2,2,1,0,5,0.4,0.4,0.2,0.0,0,0,0,0
Texas,Callahan County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Cameron County,57,31,31,19,85,0.67,0.36,0.36,0.22,1,0,0,0
Texas,Camp County,1,1,1,1,3,0.33,0.33,0.33,0.33,0,0,0,0
Texas,Carson County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Cass County,3,3,2,3,7,0.43,0.43,0.29,0.43,0,0,0,0
Texas,Castro County,1,0,0,0,3,0.33,0.0,0.0,0.0,0,0,0,0
Texas,Chambers County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Cherokee County,4,4,2,1,12,0.33,0.33,0.17,0.08,0,0,0,0
Texas,Childress County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Texas,Clay County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Cochran County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Texas,Coke County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Texas,Coleman County,2,2,1,0,3,0.67,0.67,0.33,0.0,1,1,0,0
Texas,Collin County,15,4,4,6,152,0.1,0.03,0.03,0.04,0,0,0,0
Texas,Collingsworth County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Colorado County,2,2,1,0,5,0.4,0.4,0.2,0.0,0,0,0,0
Texas,Comal County,3,3,3,0,24,0.12,0.12,0.12,0.0,0,0,0,0
Texas,Comanche County,1,1,1,1,4,0.25,0.25,0.25,0.25,0,0,0,0
Texas,Concho County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Cooke County,3,1,1,1,8,0.38,0.12,0.12,0.12,0,0,0,0
Texas,Coryell County,7,7,6,3,19,0.37,0.37,0.32,0.16,0,0,0,0
Texas,Cottle County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Texas,Crane County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Crockett County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Crosby County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Culberson County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Dallam County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Dallas County,250,91,91,85,528,0.47,0.17,0.17,0.16,0,0,0,0
Texas,Dawson County,3,2,2,1,4,0.75,0.5,0.5,0.25,1,1,1,0
Texas,DeWitt County,0,0,0,1,5,0.0,0.0,0.0,0.2,0,0,0,0
Texas,Deaf Smith County,1,1,1,1,4,0.25,0.25,0.25,0.25,0,0,0,0
Texas,Delta County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Denton County,23,8,8,7,137,0.17,0.06,0.06,0.05,0,0,0,0
Texas,Dickens County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Dimmit County,2,2,1,2,2,1.0,1.0,0.5,1.0,1,1,1,1
Texas,Donley County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Duval County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Texas,Eastland County,3,3,1,0,5,0.6,0.6,0.2,0.0,1,1,0,0
Texas,Ector County,9,2,2,2,28,0.32,0.07,0.07,0.07,0,0,0,0
Texas,Edwards County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,El Paso County,94,40,40,25,161,0.58,0.25,0.25,0.16,1,0,0,0
Texas,Ellis County,4,4,4,2,31,0.13,0.13,0.13,0.06,0,0,0,0
Texas,Erath County,4,4,3,2,8,0.5,0.5,0.38,0.25,1,1,0,0
Texas,Falls County,2,1,1,1,6,0.33,0.17,0.17,0.17,0,0,0,0
Texas,Fannin County,2,2,1,0,9,0.22,0.22,0.11,0.0,0,0,0,0
Texas,Fayette County,0,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Fisher County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Floyd County,1,1,1,0,2,0.5,0.5,0.5,0.0,1,1,1,0
Texas,Foard County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Texas,Fort Bend County,17,10,10,2,76,0.22,0.13,0.13,0.03,0,0,0,0
Texas,Franklin County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Texas,Freestone County,4,3,1,0,7,0.57,0.43,0.14,0.0,1,0,0,0
Texas,Frio County,2,2,2,0,3,0.67,0.67,0.67,0.0,1,1,1,0
Texas,Gaines County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Galveston County,23,11,11,10,66,0.35,0.17,0.17,0.15,0,0,0,0
Texas,Garza County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Gillespie County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Glasscock County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Goliad County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Gonzales County,1,1,1,1,6,0.17,0.17,0.17,0.17,0,0,0,0
Texas,Gray County,4,2,2,1,7,0.57,0.29,0.29,0.14,1,0,0,0
Texas,Grayson County,6,6,6,3,26,0.23,0.23,0.23,0.12,0,0,0,0
Texas,Gregg County,11,9,9,9,25,0.44,0.36,0.36,0.36,0,0,0,0
Texas,Grimes County,3,3,0,1,6,0.5,0.5,0.0,0.17,1,1,0,0
Texas,Guadalupe County,3,3,3,1,29,0.1,0.1,0.1,0.03,0,0,0,0
Texas,Hale County,2,0,0,0,9,0.22,0.0,0.0,0.0,0,0,0,0
Texas,Hall County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Texas,Hamilton County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Texas,Hansford County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Hardeman County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Texas,Hardin County,2,2,1,1,11,0.18,0.18,0.09,0.09,0,0,0,0
Texas,Harris County,338,120,120,93,786,0.43,0.15,0.15,0.12,0,0,0,0
Texas,Harrison County,2,2,2,3,14,0.14,0.14,0.14,0.21,0,0,0,0
Texas,Hartley County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Haskell County,1,1,1,0,2,0.5,0.5,0.5,0.0,1,1,1,0
Texas,Hays County,4,1,1,4,25,0.16,0.04,0.04,0.16,0,0,0,0
Texas,Hemphill County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Henderson County,4,3,3,2,17,0.24,0.18,0.18,0.12,0,0,0,0
Texas,Hidalgo County,86,61,59,37,112,0.77,0.54,0.53,0.33,1,1,1,0
Texas,Hill County,2,0,0,0,11,0.18,0.0,0.0,0.0,0,0,0,0
Texas,Hockley County,3,3,2,1,7,0.43,0.43,0.29,0.14,0,0,0,0
Texas,Hood County,1,1,1,0,10,0.1,0.1,0.1,0.0,0,0,0,0
Texas,Hopkins County,2,0,0,0,9,0.22,0.0,0.0,0.0,0,0,0,0
Texas,Houston County,6,5,1,1,7,0.86,0.71,0.14,0.14,1,1,0,0
Texas,Howard County,4,2,2,1,10,0.4,0.2,0.2,0.1,0,0,0,0
Texas,Hudspeth County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Texas,Hunt County,5,4,4,4,19,0.26,0.21,0.21,0.21,0,0,0,0
Texas,Hutchinson County,3,0,0,0,7,0.43,0.0,0.0,0.0,0,0,0,0
Texas,Irion County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Jack County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Texas,Jackson County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Texas,Jasper County,1,0,0,0,8,0.12,0.0,0.0,0.0,0,0,0,0
Texas,Jeff Davis County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Jefferson County,37,17,17,15,72,0.51,0.24,0.24,0.21,1,0,0,0
Texas,Jim Hogg County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Texas,Jim Wells County,4,4,4,3,7,0.57,0.57,0.57,0.43,1,1,1,0
Texas,Johnson County,5,3,3,0,28,0.18,0.11,0.11,0.0,0,0,0,0
Texas,Jones County,1,1,1,1,6,0.17,0.17,0.17,0.17,0,0,0,0
Texas,Karnes County,2,2,1,1,4,0.5,0.5,0.25,0.25,1,1,0,0
Texas,Kaufman County,4,4,4,3,18,0.22,0.22,0.22,0.17,0,0,0,0
Texas,Kendall County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Kenedy County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Texas,Kent County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Kerr County,1,1,1,1,10,0.1,0.1,0.1,0.1,0,0,0,0
Texas,Kimble County,1,0,0,0,2,0.5,0.0,0.0,0.0,1,0,0,0
Texas,King County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Kinney County,1,1,1,0,1,1.0,1.0,1.0,0.0,1,1,1,0
Texas,Kleberg County,3,3,3,2,5,0.6,0.6,0.6,0.4,1,1,1,0
Texas,Knox County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,La Salle County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Texas,Lamar County,9,6,4,3,12,0.75,0.5,0.33,0.25,1,1,0,0
Texas,Lamb County,2,1,0,0,5,0.4,0.2,0.0,0.0,0,0,0,0
Texas,Lampasas County,1,1,1,1,5,0.2,0.2,0.2,0.2,0,0,0,0
Texas,Lavaca County,1,1,1,0,6,0.17,0.17,0.17,0.0,0,0,0,0
Texas,Lee County,1,1,1,0,4,0.25,0.25,0.25,0.0,0,0,0,0
Texas,Leon County,2,2,0,0,3,0.67,0.67,0.0,0.0,1,1,0,0
Texas,Liberty County,4,4,1,4,14,0.29,0.29,0.07,0.29,0,0,0,0
Texas,Limestone County,5,4,1,1,8,0.62,0.5,0.12,0.12,1,1,0,0
Texas,Lipscomb County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Live Oak County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Llano County,2,2,2,1,6,0.33,0.33,0.33,0.17,0,0,0,0
Texas,Loving County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Lubbock County,29,12,12,10,67,0.43,0.18,0.18,0.15,0,0,0,0
Texas,Lynn County,2,1,0,0,3,0.67,0.33,0.0,0.0,1,0,0,0
Texas,Madison County,1,1,0,0,4,0.25,0.25,0.0,0.0,0,0,0,0
Texas,Marion County,1,1,0,0,4,0.25,0.25,0.0,0.0,0,0,0,0
Texas,Martin County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Texas,Mason County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Matagorda County,4,3,2,2,10,0.4,0.3,0.2,0.2,0,0,0,0
Texas,Maverick County,9,5,4,2,9,1.0,0.56,0.44,0.22,1,1,0,0
Texas,McCulloch County,1,1,1,1,3,0.33,0.33,0.33,0.33,0,0,0,0
Texas,McLennan County,21,16,16,11,51,0.41,0.31,0.31,0.22,0,0,0,0
Texas,McMullen County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Medina County,0,0,0,0,8,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Menard County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Midland County,7,5,5,2,26,0.27,0.19,0.19,0.08,0,0,0,0
Texas,Milam County,2,2,1,0,7,0.29,0.29,0.14,0.0,0,0,0,0
Texas,Mills County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Mitchell County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Texas,Montague County,2,1,1,0,6,0.33,0.17,0.17,0.0,0,0,0,0
Texas,Montgomery County,9,5,4,6,59,0.15,0.08,0.07,0.1,0,0,0,0
Texas,Moore County,2,1,0,0,4,0.5,0.25,0.0,0.0,1,0,0,0
Texas,Morris County,1,0,0,0,3,0.33,0.0,0.0,0.0,0,0,0,0
